DATE,TT BUY,SOURCE URL
2020-09-01 09:00,72.65,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-01.pdf
2020-09-02 10:00,72.7,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-02.pdf
2020-09-03 09:00,73,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-03.pdf
2020-09-04 09:00,73.05,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-04.pdf
2020-09-07 10:00,72.75,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-07.pdf
2020-09-08 10:00,73.25,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-08.pdf
2020-09-09 10:00,73.25,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-09.pdf
2020-09-10 10:00,72.8,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-10.pdf
2020-09-11 10:00,73.1,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-11.pdf
2020-09-14 09:50,73.05,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-14.pdf
2020-09-15 09:50,73,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-15.pdf
2020-09-16 09:50,73.2,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-16.pdf
2020-09-17 09:50,73.3,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-17.pdf
2020-09-21 10:00,73.02,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-21.pdf
2020-09-22 10:00,73.1,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-22.pdf
2020-09-23 10:00,73.18,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/9/2020-09-23.pdf
